lambda 				Ln-Likelihood
0.4263527054108217	     			-2963.2801058528785
0.4273346693386774	     			-2963.2836971119445
0.42831663326653313	     			-2963.2872936512786
0.42929859719438884	     			-2963.290895446697
0.43028056112224455	     			-2963.294502474182
0.43126252505010026	     			-2963.29811470988
0.432244488977956	     			-2963.3017321301004
0.4332264529058117	     			-2963.305354711314
0.4342084168336674	     			-2963.3089824301505
0.4351903807615231	     			-2963.312615263399
0.4361723446893788	     			-2963.3162531880052
0.43715430861723453	     			-2963.31989618107
0.43813627254509024	     			-2963.323544219849
0.43911823647294596	     			-2963.32719728175
0.44010020040080167	     			-2963.3308553443326
0.4410821643286574	     			-2963.3345183853066
0.4420641282565131	     			-2963.33818638253
0.4430460921843688	     			-2963.341859314008
0.4440280561122245	     			-2963.3455371578934
0.4450100200400802	     			-2963.3492198924814
0.44599198396793593	     			-2963.352907496213
0.44697394789579165	     			-2963.3565999476696
0.44795591182364736	     			-2963.3602972255753
0.44893787575150307	     			-2963.3639993087927
0.4499198396793588	     			-2963.3677061763233
0.4509018036072145	     			-2963.371417807306
0.4518837675350702	     			-2963.375134181016
0.4528657314629259	     			-2963.3788552768638
0.4538476953907816	     			-2963.382581074392
0.45482965931863734	     			-2963.386311553278
0.45581162324649305	     			-2963.39004669333
0.45679358717434876	     			-2963.3937864744858
0.45777555110220447	     			-2963.3975308768127
0.4587575150300602	     			-2963.4012798805065
0.4597394789579159	     			-2963.4050334658905
0.4607214428857716	     			-2963.4087916134126
0.4617034068136273	     			-2963.4125543036466
0.462685370741483	     			-2963.4163215172903
0.46366733466933874	     			-2963.4200932351637
0.46464929859719445	     			-2963.423869438208
0.46563126252505016	     			-2963.4276501074864
0.46661322645290587	     			-2963.431435224181
0.4675951903807616	     			-2963.435224769593
0.4685771543086173	     			-2963.43901872514
0.469559118236473	     			-2963.4428170723586
0.4705410821643287	     			-2963.446619792899
0.47152304609218443	     			-2963.4504268685278
0.47250501002004014	     			-2963.4542382811233
0.47348697394789585	     			-2963.458054012679
0.47446893787575156	     			-2963.4618740452993
0.4754509018036073	     			-2963.4656983611985
0.476432865731463	     			-2963.4695269427034
0.4774148296593187	     			-2963.473359772248
0.4783967935871744	     			-2963.477196832375
0.4793787575150301	     			-2963.4810381057346
0.48036072144288583	     			-2963.484883575084
0.48134268537074154	     			-2963.4887332232856
0.48232464929859725	     			-2963.4925870333063
0.48330661322645296	     			-2963.4964449882177
0.4842885771543087	     			-2963.5003070711937
0.4852705410821644	     			-2963.504173265511
0.4862525050100201	     			-2963.508043554547
0.4872344689378758	     			-2963.5119179217804
0.4882164328657315	     			-2963.5157963507895
0.48919839679358723	     			-2963.519678825252
0.49018036072144294	     			-2963.523565328943
0.49116232464929865	     			-2963.527455845735
0.49214428857715437	     			-2963.5313503595976
0.4931262525050101	     			-2963.535248854597
0.4941082164328658	     			-2963.5391513148925
0.4950901803607215	     			-2963.54305772474
0.4960721442885772	     			-2963.546968068487
0.4970541082164329	     			-2963.550882330575
0.49803607214428863	     			-2963.554800495537
0.49901803607214434	     			-2963.558722547999
0.5	     			-2963.5626484726754
